Car Names,Mileages,Ratings,Reviews,used/certified,price drop,Price
2018 Nissan Rogue SV,"17,970 mi.",4.3,(745 reviews),Used,$500 price drop,"$25,424"
2019 Honda CR-V EX-L,"63,972 mi.",4.8,(79 reviews),Used,$500 price drop,"$31,995"
2021 Toyota RAV4 LE,"47,322 mi.",4.8,(441 reviews),Toyota Certified,"$3,000 price drop","$29,599"
2019 Subaru Forester Premium,"41,256 mi.",4.7,"(1,908 reviews)",Used,$642 price drop,"$27,911"
2019 Honda HR-V Sport,"43,551 mi.",4.4,(620 reviews),Used,"$1,523 price drop","$27,380"
2019 Toyota Tundra Platinum,"10,494 mi.",3.9,(296 reviews),Toyota Certified,$400 price drop,"$51,503"
2019 Audi Q7 55 Prestige,"24,323 mi.",4.5,(81 reviews),Used,"$5,962 price drop","$51,984"
2017 Honda Civic EX,"35,424 mi.",4.9,"(1,481 reviews)",Used,$335 price drop,"$19,985"
2020 Cadillac XT5 Premium Luxury,"82,769 mi.",4.8,"(12,787 reviews)",Used,"$1,025 price drop","$32,565"
2021 Toyota RAV4 LE,"58,572 mi.",4.7,(441 reviews),Toyota Certified,$600 price drop,"$29,599"
2019 Toyota Camry XSE,"43,413 mi.",4.5,(731 reviews),Used,"$3,235 price drop","$33,000"
2018 BMW 320 i xDrive,"18,102 mi.",4.9,(428 reviews),Used,$600 price drop,"$24,895"
2014 Ford Fusion SE,"31,918 mi.",4.4,(146 reviews),Used,"$2,525 price drop","$14,999"
2021 GMC Yukon Denali,Mileage,4.6,"(1,241 reviews)",GMC Certified,$300 price drop,"$82,710"
2021 Ford F-150 Lariat,"22,973 mi.",4.7,"(4,239 reviews)",Used,"$2,000 price drop","$65,709"
2010 Lexus ES 350 ,"12,169 mi.",4.5,(759 reviews),Used,"$1,500 price drop","$16,690"
2021 Toyota Tundra SR5,"67,400 mi.",4.7,"(4,183 reviews)",Used,$535 price drop,"$54,995"
2017 Mercedes-Benz E-Class E 300 Luxury,"23,561 mi.",4.2,(77 reviews),Used,$400 price drop,"$35,991"
2019 Mercedes-Benz C-Class C 300 4MATIC,"21,497 mi.",4.5,(848 reviews),Used,"$5,037 price drop","$35,884"
2019 Audi Q8 3.0T Premium,"24,763 mi.",4.6,(561 reviews),Used,$411 price drop,"$72,881"
2019 Mercedes-Benz CLA 250 Base,"30,117 mi.",4.5,(375 reviews),Used,$800 price drop,"$28,495"
2019 Ford F-150 XLT,"46,017 mi.",4.7,(412 reviews),Used,"$1,505 price drop","$48,988"
2020 Toyota RAV4 LE,"15,541 mi.",4.6,"(1,629 reviews)",Used,$405 price drop,"$28,883"
2018 Honda CR-V EX-L,"45,741 mi.",4.0,(184 reviews),Used,$539 price drop,"$30,921"
2015 Mercedes-Benz GLK-Class GLK 350,"20,813 mi.",4.7,"(1,479 reviews)",Used,"$1,000 price drop","$24,163"
2021 Toyota RAV4 LE,"63,449 mi.",4.5,"(1,700 reviews)",Used,$700 price drop,"$29,917"
2018 Honda HR-V LX,"35,277 mi.",4.6,"(1,352 reviews)",Used,"$2,193 price drop","$22,500"
2018 Toyota 4Runner Limited,"48,308 mi.",4.3,(41 reviews),Used,$834 price drop,"$44,950"
2021 RAM 1500 Limited,"37,768 mi.",4.3,(903 reviews),RAM Certified,$612 price drop,"$60,962"
2020 Volkswagen Passat 2.0T SE,"14,516 mi.",4.7,(886 reviews),Used,"$4,000 price drop","$23,700"
2020 Tesla Model 3 Performance,"46,156 mi.",4.5,(153 reviews),Used,"$2,000 price drop","$61,399"
2020 RAM 1500 Laramie,"34,487 mi.",4.2,(85 reviews),Used,$500 price drop,"$44,577"
2019 Chevrolet Tahoe LT,"19,324 mi.",5.0,(25 reviews),Used,"$1,242 price drop","$42,113"
2021 Tesla Model Y Standard Range,"84,455 mi.",3.9,(643 reviews),Used,"$2,664 price drop","$62,982"
2020 Volkswagen Passat 2.0T SE,"18,146 mi.",4.8,"(1,747 reviews)",Used,$250 price drop,"$24,490"
2019 Subaru Crosstrek 2.0i Premium,"46,952 mi.",4.8,"(1,061 reviews)",Subaru Certified,$467 price drop,"$28,164"
2020 Land Rover Range Rover Sport 3.0L Supercharged HSE,"15,397 mi.",4.6,(99 reviews),Used,"$2,000 price drop","$74,440"
2018 Ford Fusion SE,"19,987 mi.",4.8,(51 reviews),Used,$350 price drop,"$14,495"
2020 Acura RDX Technology Package,"42,989 mi.",2.4,(13 reviews),Used,"$2,383 price drop","$40,998"
2020 Volvo V60 T5 Momentum,"16,398 mi.",4.7,(342 reviews),Volvo Certified,"$1,209 price drop","$38,280"
2019 RAM 1500 Laramie,"21,275 mi.",4.2,(400 reviews),Used,$750 price drop,"$44,732"
2020 Jeep Wrangler Unlimited Rubicon,"50,064 mi.",4.8,"(3,334 reviews)",Used,$500 price drop,"$51,887"
2019 Ford Explorer XLT,"14,743 mi.",4.8,"(1,710 reviews)",Used,$311 price drop,"$26,693"
2020 BMW X1 xDrive28i,"95,555 mi.",4.7,(833 reviews),BMW Certified,$900 price drop,"$38,599"
2018 Land Rover Range Rover Supercharged,"32,434 mi.",3.7,(6 reviews),Used,"$1,000 price drop","$84,998"
2020 Ford Ranger XLT,"20,264 mi.",4.5,(155 reviews),Used,$490 price drop,"$34,900"
2020 Porsche Cayenne Turbo,"30,748 mi.",4.7,(418 reviews),Porsche Certified,$215 price drop,"$132,998"
2021 Toyota RAV4 LE,"20,106 mi.",4.6,(775 reviews),Toyota Certified,$900 price drop,"$34,891"
2018 Hyundai Santa Fe Limited Ultimate,"19,377 mi.",4.7,(351 reviews),Used,$400 price drop,"$29,988"
2018 Volvo S90 T5 Momentum,"49,265 mi.",4.5,(322 reviews),Used,"$1,000 price drop","$32,500"
2019 Toyota 4Runner Limited,"35,054 mi.",4.8,(471 reviews),Used,$495 price drop,"$46,500"
2018 Volkswagen Tiguan 2.0T SE,"41,106 mi.",4.7,"(5,161 reviews)",Volkswagen Certified,$800 price drop,"$28,975"
2019 BMW X3 sDrive30i,"46,000 mi.",4.6,(859 reviews),Used,"$2,054 price drop","$34,495"
2018 Chevrolet Trax LT,Mileage,4.6,"(2,673 reviews)",Used,"$1,499 price drop","$15,498"
2018 Lexus LS 500 500 BLIND SPOT,"56,656 mi.",4.7,(574 reviews),Used,"$1,412 price drop","$54,988"
2019 Honda Passport EX-L,"30,888 mi.",4.5,"(1,428 reviews)",Honda Certified,$500 price drop,"$33,499"
2016 Acura MDX 3.5L,"29,622 mi.",3.8,(90 reviews),Used,"$1,010 price drop","$24,450"
2017 Porsche 911 Carrera 4S,"89,741 mi.",4.8,(0 reviews),Porsche Certified,"$1,898 price drop","$118,989"
2013 INFINITI JX35 Base,"12,382 mi.",4.8,"(1,249 reviews)",Used,"$2,081 price drop","$16,872"
2021 Audi Q8 55 Premium,"110,893 mi.",4.8,"(2,593 reviews)",Used,$498 price drop,"$79,000"
2019 Cadillac Escalade Luxury,"19,861 mi.",4.6,"(1,163 reviews)",Used,"$1,000 price drop","$60,275"
2017 BMW X5 xDrive35i,"34,257 mi.",4.9,"(2,367 reviews)",Used,$593 price drop,"$29,990"
2019 Acura MDX 3.5L w/Technology Package,"64,238 mi.",5.0,(551 reviews),Used,"$1,000 price drop","$43,995"
2020 Honda CR-V EX,"12,216 mi.",4.1,(72 reviews),Used,$200 price drop,"$33,713"
2019 BMW M850 i xDrive,"20,127 mi.",4.7,(583 reviews),Used,$400 price drop,"$74,998"
2021 Honda CR-V EX-L,"32,107 mi.",3.9,"(1,148 reviews)",Honda Certified,"$2,004 price drop","$36,980"
2021 Lincoln Aviator Grand Touring,"15,903 mi.",4.8,(60 reviews),Used,$511 price drop,"$73,488"
2018 Ford F-150 Lariat,"12,416 mi.",4.8,(684 reviews),Used,"$1,250 price drop","$43,500"
2021 Toyota RAV4 LE,"47,328 mi.",4.6,(441 reviews),Toyota Certified,$200 price drop,"$29,598"
2020 Land Rover Range Rover Base,"46,442 mi.",3.5,(33 reviews),Used,"$2,000 price drop","$89,373"
2018 BMW M3 Base,"21,369 mi.",4.6,(143 reviews),Used,$258 price drop,"$67,950"
2020 Volkswagen Jetta 1.4T S,"16,701 mi.",4.8,"(1,707 reviews)",Volkswagen Certified,$490 price drop,"$20,444"
2020 Toyota Corolla LE,"16,602 mi.",4.3,"(2,441 reviews)",Toyota Certified,"$1,050 price drop","$21,995"
2016 Maserati Ghibli Base,"32,999 mi.",4.5,(22 reviews),Used,"$2,952 price drop","$30,995"
2020 GMC Yukon SLT,"31,323 mi.",4.8,(11 reviews),Used,$839 price drop,"$39,200"
2018 Nissan Maxima 3.5 Platinum,"68,120 mi.",4.8,"(2,598 reviews)",Used,$800 price drop,"$32,950"
2020 Tesla Model S Long Range,"28,989 mi.",4.8,"(1,724 reviews)",Used,$434 price drop,"$78,000"
2019 Subaru Crosstrek 2.0i Premium,"41,627 mi.",3.5,(65 reviews),Used,"$1,000 price drop","$28,000"
2022 BMW X5 xDrive40i,"33,153 mi.",4.9,(100 reviews),Used,$100 price drop,"$61,295"
2019 BMW 330 i xDrive,"11,187 mi.",4.9,"(3,229 reviews)",BMW Certified,$500 price drop,"$40,577"
2019 Lexus RX 350 350,"24,706 mi.",4.8,"(2,700 reviews)",Used,$300 price drop,"$46,960"
2020 Jeep Grand Cherokee Limited,"38,697 mi.",4.5,(61 reviews),Used,$467 price drop,"$34,999"
2019 Land Rover Discovery HSE,"58,505 mi.",4.1,(153 reviews),Used,$500 price drop,"$51,330"
2019 Audi Q5 2.0T Premium Plus,"31,339 mi.",4.5,(766 reviews),Used,"$1,100 price drop","$40,234"
2019 Mercedes-Benz GLA 250 4MATIC,"24,925 mi.",4.9,(428 reviews),Used,"$3,996 price drop","$33,771"
2020 Ford Transit-250 Base,"18,653 mi.",3.1,(3 reviews),Used,"$4,000 price drop","$45,990"
2019 Chevrolet Traverse LT Leather,"15,430 mi.",4.4,(126 reviews),Used,$790 price drop,"$29,745"
2022 Kia Stinger GT-Line,"41,984 mi.",4.7,(239 reviews),Kia Certified,$499 price drop,"$41,491"
2021 Toyota Camry SE,"10,900 mi.",4.9,(311 reviews),Used,$476 price drop,"$26,498"
2020 Ford Explorer XLT,"23,047 mi.",4.6,"(2,214 reviews)",Used,"$1,000 price drop","$34,992"
2018 Audi Q7 3.0T Premium Plus,"40,498 mi.",4.9,(973 reviews),Used,$596 price drop,"$34,378"
2019 BMW 330 i xDrive,"65,737 mi.",4.7,"(3,229 reviews)",BMW Certified,$998 price drop,"$41,977"
2020 Jeep Grand Cherokee Limited,"10,890 mi.",3.0,(502 reviews),Jeep Certified,"$4,000 price drop","$35,200"
2019 BMW X5 xDrive40i,"37,540 mi.",4.3,(22 reviews),BMW Certified,"$2,500 price drop","$55,995"
2019 BMW X4 xDrive30i,"19,067 mi.",3.9,"(1,707 reviews)",Used,"$1,000 price drop","$48,414"
2021 Kia Sportage LX,"20,239 mi.",4.4,(57 reviews),Used,$596 price drop,"$25,994"
2021 Toyota 4Runner SR5 Premium,"14,296 mi.",4.5,"(2,665 reviews)",Toyota Certified,$300 price drop,"$47,400"
2019 Jeep Cherokee Limited,"20,989 mi.",5.0,"(3,017 reviews)",Jeep Certified,$212 price drop,"$26,991"
2016 Audi A6 3.0T TDI Prestige,"22,130 mi.",4.7,(1 review),Used,"$1,500 price drop","$32,750"
2018 Ford Explorer XLT,"60,000 mi.",4.8,"(6,038 reviews)",Used,$500 price drop,"$33,489"
2021 Toyota Highlander LE,"46,252 mi.",4.7,(534 reviews),Used,$500 price drop,"$40,999"
2019 BMW X3 sDrive30i,Mileage,3.5,(11 reviews),Used,"$2,000 price drop","$39,998"
2018 Mazda CX-5 Grand Touring,"14,476 mi.",4.7,(474 reviews),Used,"$1,500 price drop","$28,500"
2019 Volvo XC60 T5 Inscription,"46,390 mi.",4.8,(872 reviews),Used,$629 price drop,"$39,833"
2018 Hyundai Sonata Limited,"23,486 mi.",4.9,"(21,777 reviews)",Used,$500 price drop,"$20,999"
2019 Volvo XC60 T5 Inscription,"55,585 mi.",4.8,(872 reviews),Used,"$2,002 price drop","$40,359"
2020 Subaru Ascent Limited 7-Passenger,"21,959 mi.",4.7,"(4,279 reviews)",Used,"$1,303 price drop","$38,882"
2020 Ford Escape SEL,"25,782 mi.",4.6,(467 reviews),Used,"$1,534 price drop","$30,595"
2019 Jeep Grand Cherokee Limited,"19,227 mi.",4.3,(11 reviews),Used,"$1,779 price drop","$39,500"
2019 Audi Q7 55 Premium Plus,"73,660 mi.",4.5,(511 reviews),Used,"$1,900 price drop","$47,990"
2021 Mercedes-Benz C-Class C 300 4MATIC,"47,765 mi.",4.7,(263 reviews),Mercedes-Benz Certified,"$2,517 price drop","$38,991"
2019 Mazda CX-5 Grand Touring,"12,440 mi.",4.5,(965 reviews),Used,$200 price drop,"$29,695"
2019 INFINITI QX50 ESSENTIAL,"17,122 mi.",4.5,(24 reviews),INFINITI Certified,$200 price drop,"$38,990"
2021 Toyota 4Runner TRD Pro,"23,444 mi.",2.8,(12 reviews),Used,"$1,000 price drop","$65,998"
2016 Toyota Camry SE,"22,922 mi.",5.0,(1 review),Used,$736 price drop,"$18,998"
2019 Volvo S60 T5 Momentum,"94,469 mi.",4.5,(324 reviews),Used,$894 price drop,"$32,210"
2021 Jeep Grand Cherokee Limited,"23,380 mi.",4.6,(66 reviews),Used,$894 price drop,"$45,497"
2020 Land Rover Discovery Sport S,"14,059 mi.",4.5,(164 reviews),Used,"$1,000 price drop","$41,499"
2021 GMC Sierra 2500 Denali,"17,882 mi.",4.9,"(12,923 reviews)",Used,$274 price drop,"$83,500"
2019 Ford Edge Titanium,"13,033 mi.",4.6,(467 reviews),Used,$737 price drop,"$33,495"
2018 Toyota RAV4 LE,"13,175 mi.",4.5,"(1,625 reviews)",Used,"$1,000 price drop","$22,995"
2017 Honda Accord Sport,"31,850 mi.",4.6,(517 reviews),Used,"$1,386 price drop","$23,982"
2020 Lexus GX 460 Base,"40,620 mi.",4.8,"(1,710 reviews)",Used,"$1,061 price drop","$48,800"
2021 Ford F-150 Lariat,"30,421 mi.",4.5,(221 reviews),Used,$990 price drop,"$61,996"
2020 Toyota RAV4 LE,"18,240 mi.",4.5,(506 reviews),Used,$192 price drop,"$32,995"
2019 Acura MDX 3.5L,"10,465 mi.",4.8,"(2,794 reviews)",Used,"$2,000 price drop","$37,300"
2018 Toyota RAV4 XLE,"16,000 mi.",4.9,"(2,470 reviews)",Used,"$1,468 price drop","$30,959"
2020 Nissan Pathfinder SV,"16,632 mi.",4.8,"(1,110 reviews)",Used,$500 price drop,"$31,977"
2021 Kia Telluride SX,"37,754 mi.",4.5,"(1,428 reviews)",Used,"$1,000 price drop","$56,991"
2020 Honda Accord Sport 1.5T,"12,955 mi.",4.2,(803 reviews),Honda Certified,$500 price drop,Not Priced
2020 Honda Civic EX,"19,704 mi.",4.7,"(2,039 reviews)",Honda Certified,$495 price drop,"$27,995"
2015 BMW X3 xDrive28i,"24,326 mi.",4.1,(39 reviews),Used,$116 price drop,"$18,995"
2021 Honda Pilot Special Edition,"28,490 mi.",4.6,"(2,426 reviews)",Used,$324 price drop,"$42,103"
2019 Audi Q8 3.0T Premium,"16,832 mi.",4.8,"(1,556 reviews)",Used,"$1,000 price drop","$58,995"
2021 Ford Transit-350 XLT,"51,598 mi.",3.2,(300 reviews),Used,"$2,000 price drop","$79,995"
2016 Toyota Avalon XLE,"12,755 mi.",4.4,"(1,972 reviews)",Used,$100 price drop,"$22,995"
2020 RAM 1500 Laramie,"62,820 mi.",4.5,(406 reviews),Used,$415 price drop,"$50,991"
2021 Honda Accord Sport 2.0T,"33,791 mi.",4.2,(25 reviews),Used,$996 price drop,"$34,000"
2019 Jaguar F-PACE S,"18,712 mi.",4.5,(383 reviews),Used,$500 price drop,"$45,499"
2021 Mazda CX-5 Grand Touring,"46,832 mi.",4.3,(699 reviews),Used,$600 price drop,"$28,375"
2020 Ford F-150 Lariat,"43,176 mi.",4.6,(159 reviews),Used,$364 price drop,"$44,713"
2019 Mercedes-Benz A-Class A 220 4MATIC,"49,246 mi.",4.3,(109 reviews),Used,"$1,000 price drop","$31,995"
2016 Jeep Grand Cherokee Laredo,"49,035 mi.",4.5,(210 reviews),Used,$772 price drop,"$22,389"
2020 Land Rover Range Rover Velar S,"84,050 mi.",4.2,(801 reviews),Used,$387 price drop,"$45,995"
2019 Honda CR-V EX-L,"34,625 mi.",4.5,"(2,421 reviews)",Honda Certified,"$1,000 price drop","$31,476"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"35,315 mi.",4.5,(456 reviews),Mercedes-Benz Certified,$171 price drop,"$49,231"
2018 Volvo XC60 T6 Momentum,"46,009 mi.",4.7,"(1,680 reviews)",Volvo Certified,"$1,933 price drop","$42,962"
2017 Subaru Outback 2.5i Limited,Mileage,4.7,(44 reviews),Used,"$1,657 price drop","$24,397"
2019 Dodge Journey SE,"88,511 mi.",4.9,(67 reviews),Used,$309 price drop,"$8,000"
2020 Acura MDX 3.5L,"19,592 mi.",4.0,(431 reviews),Used,"$2,995 price drop","$39,899"
2020 Buick Enclave Essence,"23,640 mi.",4.8,(985 reviews),Used,"$1,000 price drop","$31,999"
2019 Toyota RAV4 LE,"46,226 mi.",4.8,(574 reviews),Toyota Certified,$500 price drop,"$32,291"
2019 Genesis G90 5.0 Ultimate,"20,551 mi.",1.6,(20 reviews),Used,"$1,404 price drop","$39,995"
2021 BMW X7 xDrive40i,"18,168 mi.",4.8,(860 reviews),Used,"$1,000 price drop","$72,000"
2019 Mercedes-Benz GLA 250 Base,"34,799 mi.",4.7,"(1,648 reviews)",Used,$386 price drop,"$32,995"
2020 Mazda CX-5 Grand Touring,"11,379 mi.",4.4,(297 reviews),Used,"$1,583 price drop","$33,798"
2019 Mercedes-Benz GLC 300 Base 4MATIC,"36,374 mi.",4.5,(128 reviews),Used,"$2,800 price drop","$38,995"
2020 Honda CR-V Touring,"26,036 mi.",4.6,"(4,515 reviews)",Used,"$1,382 price drop","$34,289"
2022 Toyota Tacoma SR,"31,828 mi.",4.8,(206 reviews),Toyota Certified,"$2,060 price drop","$45,900"
2019 Subaru Outback 2.5i Limited,198 mi.,4.5,(259 reviews),Used,"$1,500 price drop","$32,998"
2015 Acura TLX V6,"17,279 mi.",4.6,(550 reviews),Used,$454 price drop,"$15,801"
2017 Lexus RX 450h Base,"157,433 mi.",4.3,(504 reviews),Used,"$1,000 price drop","$42,990"
2019 BMW X5 xDrive40i,"46,712 mi.",4.4,(437 reviews),BMW Certified,$504 price drop,"$47,998"
2020 Acura TLX Technology,"47,840 mi.",4.6,"(1,412 reviews)",Used,"$3,933 price drop","$32,957"
2017 BMW X3 xDrive28i,"15,843 mi.",3.7,(3 reviews),Used,$499 price drop,"$24,950"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"45,484 mi.",4.5,(456 reviews),Mercedes-Benz Certified,"$1,051 price drop","$56,184"
2020 Mercedes-Benz C-Class C 300,"18,995 mi.",4.8,"(1,107 reviews)",Mercedes-Benz Certified,$500 price drop,"$51,665"
2019 BMW X5 xDrive40i,"15,455 mi.",4.9,"(1,114 reviews)",Used,"$2,000 price drop","$61,999"
2019 Audi A7 3.0T Prestige,"23,989 mi.",4.5,"(1,353 reviews)",Used,"$1,000 price drop","$63,992"
2019 Ford F-150 XLT,"18,969 mi.",4.4,(569 reviews),Used,"$2,000 price drop","$39,713"
2019 Honda CR-V EX-L,"47,227 mi.",4.6,"(3,172 reviews)",Used,$286 price drop,"$30,995"
2021 Toyota Corolla LE,"13,737 mi.",4.8,"(3,459 reviews)",Used,$240 price drop,"$26,530"
2019 BMW X3 xDrive30i,"16,339 mi.",4.3,(283 reviews),Used,$639 price drop,"$37,492"
2019 BMW 540 i,"37,486 mi.",4.7,(848 reviews),Used,$929 price drop,"$45,481"
2017 BMW X3 xDrive28i,"26,983 mi.",4.6,(415 reviews),Used,"$3,011 price drop","$24,489"
2019 Subaru Crosstrek 2.0i Premium,"67,935 mi.",4.7,"(1,997 reviews)",Used,$764 price drop,"$27,988"
2016 Dodge Journey SE,"12,457 mi.",3.9,(120 reviews),Used,"$1,000 price drop","$16,499"
2018 Ford Explorer Limited,"73,281 mi.",3.5,(261 reviews),Used,$541 price drop,"$27,700"
2018 Volkswagen Tiguan 2.0T SE,"47,237 mi.",4.0,(2 reviews),Used,"$3,100 price drop","$20,388"
2021 Jeep Wrangler Unlimited Sahara,"95,272 mi.",2.9,(22 reviews),Used,$546 price drop,"$50,998"
2019 Audi Q7 45 Premium Plus,"12,286 mi.",4.5,"(1,255 reviews)",Used,$472 price drop,"$45,494"
2019 INFINITI QX60 Luxe,"19,924 mi.",4.5,(8 reviews),Used,"$1,000 price drop","$35,998"
2022 Kia Telluride SX,"46,022 mi.",4.8,(718 reviews),Used,$170 price drop,"$61,095"
2019 BMW 540 i,"2,637 mi.",3.9,(60 reviews),BMW Certified,$550 price drop,"$51,988"
2020 Land Rover Defender 110 HSE,"23,322 mi.",4.5,"(1,255 reviews)",Used,"$1,502 price drop","$84,394"
2019 Volkswagen Atlas 3.6L SEL Premium,"15,058 mi.",4.5,(956 reviews),Used,"$1,121 price drop","$39,962"
2020 Honda CR-V EX,"42,316 mi.",3.8,(54 reviews),Used,"$1,001 price drop","$35,992"
2015 Lexus RX 450h Base,"19,198 mi.",4.6,"(1,175 reviews)",Used,$892 price drop,"$31,998"
2020 Lexus RX 350 Base,"46,188 mi.",4.8,"(1,928 reviews)",Used,$736 price drop,"$52,937"
2019 Lexus ES 350 F Sport,"16,720 mi.",4.6,"(1,609 reviews)",Used,"$1,000 price drop","$39,495"
2021 BMW X1 sDrive28i,"19,472 mi.",4.6,"(3,551 reviews)",Used,$200 price drop,"$35,881"
2021 Nissan Rogue SV,"15,713 mi.",4.7,(163 reviews),Nissan Certified,"$2,100 price drop","$31,999"
2021 Toyota RAV4 LE,Mileage,4.6,(850 reviews),Used,$500 price drop,"$32,811"
2018 Toyota Tundra 1794,"13,907 mi.",4.7,(758 reviews),Used,$100 price drop,"$46,991"
2019 Buick Encore Preferred,"47,673 mi.",4.7,(337 reviews),Used,$670 price drop,"$24,500"
2021 Acura RDX A-Spec,"13,876 mi.",4.7,"(1,358 reviews)",Acura Certified,$954 price drop,"$45,567"
2019 Lincoln MKC Reserve,"23,333 mi.",4.7,"(2,701 reviews)",Used,$250 price drop,"$31,595"
2019 Ford Escape SEL,"46,500 mi.",4.8,"(2,398 reviews)",Used,$100 price drop,"$21,723"
2019 BMW X3 xDrive30i,"83,787 mi.",4.7,"(1,712 reviews)",Used,"$1,000 price drop","$39,000"
2018 Alfa Romeo Stelvio Base,"21,619 mi.",4.9,(904 reviews),Used,$200 price drop,"$27,499"
2018 Maserati Ghibli S Q4,"47,764 mi.",4.7,(170 reviews),Used,$596 price drop,"$57,990"
2021 INFINITI QX50 SENSORY,"25,593 mi.",4.7,"(1,661 reviews)",INFINITI Certified,"$1,401 price drop","$46,000"
2020 Acura TLX FWD,"19,609 mi.",4.7,"(2,727 reviews)",Acura Certified,"$2,000 price drop","$31,488"
2019 INFINITI QX60 Luxe,"21,194 mi.",4.9,(818 reviews),Used,$500 price drop,"$38,244"
2020 Honda CR-V EX,"24,701 mi.",4.9,"(7,396 reviews)",Used,"$9,000 price drop","$33,541"
2021 RAM 1500 Laramie,"20,616 mi.",4.3,"(1,369 reviews)",RAM Certified,"$2,000 price drop","$48,573"
2021 Honda Passport EX-L,"15,728 mi.",4.8,(761 reviews),Used,$560 price drop,"$39,795"
2019 Chevrolet Trax LS,"19,753 mi.",4.8,"(1,636 reviews)",Used,"$3,655 price drop","$19,750"
2019 Lexus GX 460 Base,"41,339 mi.",4.7,"(2,362 reviews)",Used,$189 price drop,"$46,788"
2020 Mazda CX-5 Grand Touring,"29,680 mi.",4.6,(26 reviews),Used,"$1,000 price drop","$34,990"
2020 Toyota RAV4 LE,"16,823 mi.",1.8,(12 reviews),Used,$997 price drop,"$31,998"
2019 Honda CR-V EX,"13,775 mi.",4.8,"(3,232 reviews)",Honda Certified,"$1,000 price drop","$30,795"
2021 Tesla Model Y Long Range,"17,730 mi.",4.7,"(1,007 reviews)",Used,"$1,300 price drop","$68,904"
2019 INFINITI QX80 Luxe,"15,189 mi.",4.3,"(1,341 reviews)",Used,$450 price drop,"$48,880"
2021 Toyota RAV4 LE,"36,755 mi.",4.3,(504 reviews),Used,$200 price drop,"$31,590"
2019 Toyota Tundra SR5,"16,880 mi.",2.3,(16 reviews),Used,"$1,862 price drop","$40,998"
2020 Lincoln Aviator Reserve RWD,"16,915 mi.",4.9,"(12,923 reviews)",Used,$291 price drop,"$53,000"
2017 Kia Forte LX,"23,469 mi.",4.7,"(1,015 reviews)",Used,"$3,000 price drop","$17,995"
2020 Mercedes-Benz S-Class S 560 4MATIC,"39,165 mi.",4.7,(165 reviews),Mercedes-Benz Certified,$500 price drop,"$95,998"
2020 Acura MDX 3.5L,"6,040 mi.",4.6,(273 reviews),Used,"$1,276 price drop","$41,790"
2019 Hyundai Elantra Value Edition,"11,961 mi.",4.8,"(1,112 reviews)",Used,$540 price drop,"$19,987"
2019 Tesla Model 3 Standard Range Plus,"49,043 mi.",4.6,(327 reviews),Used,"$1,000 price drop","$45,995"
2021 Ford F-150 Lariat,"24,333 mi.",4.8,(152 reviews),Used,"$2,001 price drop","$55,280"
2019 Ford Mustang GT Premium,"18,255 mi.",4.6,(381 reviews),Used,"$1,000 price drop","$40,000"
2022 Honda Pilot Special Edition,"25,391 mi.",4.5,(711 reviews),Used,"$1,010 price drop","$44,585"
2019 Chevrolet Blazer Premier,"3,489 mi.",4.7,(746 reviews),Chevrolet Certified,$400 price drop,"$39,990"
2018 Mercedes-Benz GLC 300 Base 4MATIC,"40,444 mi.",4.4,"(3,022 reviews)",Used,"$1,500 price drop","$37,995"
2018 Jeep Grand Cherokee Limited,"16,362 mi.",4.4,(227 reviews),Used,$582 price drop,"$28,990"
2020 BMW X3 xDrive30i,"45,853 mi.",4.6,"(1,629 reviews)",Used,$500 price drop,"$41,993"
2021 Jeep Grand Cherokee Limited,"36,987 mi.",4.7,"(2,701 reviews)",Used,"$3,000 price drop","$39,995"
2019 BMW 330 i xDrive,"22,651 mi.",4.7,(848 reviews),Used,$500 price drop,"$40,981"
2020 GMC Acadia Denali,"17,222 mi.",4.8,"(1,113 reviews)",Used,$100 price drop,"$43,687"
2019 Toyota 4Runner TRD Pro,"19,986 mi.",4.5,"(2,457 reviews)",Used,$201 price drop,"$37,998"
2019 Buick Encore Preferred,"48,169 mi.",4.8,"(1,636 reviews)",Used,"$1,000 price drop","$21,000"
2019 BMW X4 xDrive30i,"49,460 mi.",3.2,(22 reviews),Used,$999 price drop,"$45,990"
2017 Cadillac XT5 Luxury,"35,932 mi.",4.7,"(1,456 reviews)",Used,"$10,000 price drop","$27,901"
2020 BMW 330 i,"58,614 mi.",4.9,"(2,705 reviews)",BMW Certified,$500 price drop,"$39,813"
